
Step nr. 1, h = 0.01
Step nr. 3225, h = 0.00230092237716078

Step nr. 3226, h = 0.00229988508089045

Step nr. 3227, h = 0.00229885496780006

Step nr. 3228, h = 0.00229783199283746

Step nr. 3229, h = 0.0022968161114466

Step nr. 3230, h = 0.00229580727956119

Step nr. 3231, h = 0.00229480545359857

Step nr. 3232, h = 0.00229381059045362

Step nr. 3233, h = 0.0022928226474927

Step nr. 3234, h = 0.00229184158254801

Step nr. 3235, h = 0.00229086735391158

Step nr. 3236, h = 0.00228989992032965

Step nr. 3237, h = 0.00228893924099699

Step nr. 3238, h = 0.00228798527555148

Step nr. 3239, h = 0.00228703798406862

Step nr. 3240, h = 0.00228609732705643

Step nr. 3241, h = 0.00228516326544959

Step nr. 3242, h = 0.00228423576060501

Step nr. 3243, h = 0.00228331477429617

Step nr. 3244, h = 0.0022824002687084

Step nr. 3245, h = 0.00228149220643382

Step nr. 3246, h = 0.00228059055046656

Step nr. 3247, h = 0.00227969526419785

Step nr. 3248, h = 0.00227880631141153

Step nr. 3249, h = 0.0022779236562791

Step nr. 3250, h = 0.00227704726335548

Step nr. 3251, h = 0.00227617709757433

Step nr. 3252, h = 0.00227531312424365

Step nr. 3253, h = 0.00227445530904143

Step nr. 3254, h = 0.00227360361801144

Step nr. 3255, h = 0.00227275801755881

Step nr. 3256, h = 0.00227191847444612

Step nr. 3257, h = 0.002271084955789

Step nr. 3258, h = 0.00227025742905251

Step nr. 3259, h = 0.00226943586204668

Step nr. 3260, h = 0.00226862022292307

Step nr. 3261, h = 0.00226781048017054

Step nr. 3262, h = 0.00226700660261159

Step nr. 3263, h = 0.0022662085593988

Step nr. 3264, h = 0.0022654163200108

Step nr. 3265, h = 0.00226462985424885

Step nr. 3266, h = 0.00226384913223331

Step nr. 3267, h = 0.00226307412440006

Step nr. 3268, h = 0.00226230480149688

Step nr. 3269, h = 0.00226154113458038

Step nr. 3270, h = 0.00226078309501228

Step nr. 3271, h = 0.00226003065445629

Step nr. 3272, h = 0.00225928378487483

Step nr. 3273, h = 0.00225854245852569

Step nr. 3274, h = 0.00225780664795901

Step nr. 3275, h = 0.00225707632601409

Step nr. 3276, h = 0.00225635146581637

Step nr. 3277, h = 0.00225563204077423

Step nr. 3278, h = 0.00225491802457618

Step nr. 3279, h = 0.00225420939118783

Step nr. 3280, h = 0.00225350611484905

Step nr. 3281, h = 0.00225280817007097

Step nr. 3282, h = 0.0022521155316334

Step nr. 3283, h = 0.00225142817458183

Step nr. 3284, h = 0.00225074607422478

Step nr. 3285, h = 0.00225006920613111

Step nr. 3286, h = 0.00224939754612729

Step nr. 3287, h = 0.00224873107029496

Step nr. 3288, h = 0.00224806975496816

Step nr. 3289, h = 0.00224741357673086

Step nr. 3290, h = 0.0022467625124145

Step nr. 3291, h = 0.00224611653909538

Step nr. 3292, h = 0.00224547563409239

Step nr. 3293, h = 0.00224483977496443

Step nr. 3294, h = 0.00224420893950831

Step nr. 3295, h = 0.00224358310575609

Step nr. 3296, h = 0.00224296225197306

Step nr. 3297, h = 0.00224234635665528

Step nr. 3298, h = 0.00224173539852739

Step nr. 3299, h = 0.00224112935654054

Step nr. 3300, h = 0.00224052820987008

Step nr. 3301, h = 0.00223993193791345

Step nr. 3302, h = 0.00223934052028805

Step nr. 3303, h = 0.00223875393682925

Step nr. 3304, h = 0.00223817216758829

Step nr. 3305, h = 0.00223759519283019

Step nr. 3306, h = 0.00223702299303184

Step nr. 3307, h = 0.00223645554888001

Step nr. 3308, h = 0.00223589284126949

Step nr. 3309, h = 0.00223533485130098

Step nr. 3310, h = 0.00223478156027953

Step nr. 3311, h = 0.00223423294971228

Step nr. 3312, h = 0.00223368900130701

Step nr. 3313, h = 0.00223314969697015

Step nr. 3314, h = 0.00223261501880494

Step nr. 3315, h = 0.00223208494910985

Step nr. 3316, h = 0.0022315594703768

Step nr. 3317, h = 0.00223103856528936

Step nr. 3318, h = 0.0022305222167212

Step nr. 3319, h = 0.00223001040773432

Step nr. 3320, h = 0.00222950312157753

Step nr. 3321, h = 0.00222900034168473

Step nr. 3322, h = 0.00222850205167348

Step nr. 3323, h = 0.00222800823534324

Step nr. 3324, h = 0.00222751887667401

Step nr. 3325, h = 0.0022270339598247

Step nr. 3326, h = 0.00222655346913171

Step nr. 3327, h = 0.00222607738910734

Step nr. 3328, h = 0.00222560570443847

Step nr. 3329, h = 0.00222513839998504

Step nr. 3330, h = 0.00222467546077864

Step nr. 3331, h = 0.00222421687202122

Step nr. 3332, h = 0.00222376261908353

Step nr. 3333, h = 0.00222331268750397

Step nr. 3334, h = 0.00222286706298709

Step nr. 3335, h = 0.00222242573140235

Step nr. 3336, h = 0.00222198867878284

Step nr. 3337, h = 0.00222155589132396

Step nr. 3338, h = 0.00222112735538223

Step nr. 3339, h = 0.00222070305747392

Step nr. 3340, h = 0.00222028298427397

Step nr. 3341, h = 0.00221986712261468

Step nr. 3342, h = 0.0022194554594846

Step nr. 3343, h = 0.00221904798202728

Step nr. 3344, h = 0.00221864467754018

Step nr. 3345, h = 0.00221824553347352

Step nr. 3346, h = 0.00221785053742909

Step nr. 3347, h = 0.00221745967715936

Step nr. 3348, h = 0.00221707294056607

Step nr. 3349, h = 0.00221669031569939

Step nr. 3350, h = 0.00221631179075684

Step nr. 3351, h = 0.00221593735408215

Step nr. 3352, h = 0.00221556699416434

Step nr. 3353, h = 0.00221520069963665

Step nr. 3354, h = 0.00221483845927555

Step nr. 3355, h = 0.00221448026199981

Step nr. 3356, h = 0.00221412609686946

Step nr. 3357, h = 0.0022137759530849

Step nr. 3358, h = 0.00221342981998592

Step nr. 3359, h = 0.0022130876870508

Step nr. 3360, h = 0.00221274954389545

Step nr. 3361, h = 0.00221241538027242

Step nr. 3362, h = 0.00221208518607009

Step nr. 3363, h = 0.00221175895131174

Step nr. 3364, h = 0.00221143666615479

Step nr. 3365, h = 0.0022111183208899

Step nr. 3366, h = 0.00221080390594013

Step nr. 3367, h = 0.00221049341186017

Step nr. 3368, h = 0.00221018682933547

Step nr. 3369, h = 0.00220988414918157

Step nr. 3370, h = 0.00220958536234321

Step nr. 3371, h = 0.0022092904598936

Step nr. 3372, h = 0.00220899943303372

Step nr. 3373, h = 0.00220871227309149

Step nr. 3374, h = 0.00220842897152113

Step nr. 3375, h = 0.00220814951990241

Step nr. 3376, h = 0.00220787390993994

Step nr. 3377, h = 0.00220760213346248

Step nr. 3378, h = 0.00220733418242227

Step nr. 3379, h = 0.00220707004889434

Step nr. 3380, h = 0.00220680972507589

Step nr. 3381, h = 0.00220655320328564

Step nr. 3382, h = 0.00220630047596317

Step nr. 3383, h = 0.0022060515356683

Step nr. 3384, h = 0.00220580637508048

Step nr. 3385, h = 0.00220556498699822

Step nr. 3386, h = 0.00220532736433845

Step nr. 3387, h = 0.00220509350013601

Step nr. 3388, h = 0.00220486338754295

Step nr. 3389, h = 0.00220463701982814

Step nr. 3390, h = 0.00220441439037661

Step nr. 3391, h = 0.00220419549268901

Step nr. 3392, h = 0.00220398032038112

Step nr. 3393, h = 0.00220376886718338

Step nr. 3394, h = 0.00220356112694026

Step nr. 3395, h = 0.00220335709360985

Step nr. 3396, h = 0.00220315676126335

Step nr. 3397, h = 0.00220296012408456

Step nr. 3398, h = 0.0022027671763695

Step nr. 3399, h = 0.00220257791252583

Step nr. 3400, h = 0.00220239232707253

Step nr. 3401, h = 0.00220221041463932

Step nr. 3402, h = 0.00220203216996635

Step nr. 3403, h = 0.00220185758790371

Step nr. 3404, h = 0.00220168666341103

Step nr. 3405, h = 0.00220151939155712

Step nr. 3406, h = 0.00220135576751951

Step nr. 3407, h = 0.00220119578658411

Step nr. 3408, h = 0.00220103944414482

Step nr. 3409, h = 0.00220088673570316

Step nr. 3410, h = 0.00220073765686792

Step nr. 3411, h = 0.00220059220335481

Step nr. 3412, h = 0.00220045037098611

Step nr. 3413, h = 0.00220031215569036

Step nr. 3414, h = 0.00220017755350202

Step nr. 3415, h = 0.00220004656056113

Step nr. 3416, h = 0.00219991917311309

Step nr. 3417, h = 0.00219979538750828

Step nr. 3418, h = 0.00219967520020178

Step nr. 3419, h = 0.00219955860775314

Step nr. 3420, h = 0.00219944560682606

Step nr. 3421, h = 0.00219933619418816

Step nr. 3422, h = 0.00219923036671069

Step nr. 3423, h = 0.00219912812136831

Step nr. 3424, h = 0.00219902945523886

Step nr. 3425, h = 0.00219893436550309

Step nr. 3426, h = 0.00219884284944451

Step nr. 3427, h = 0.00219875490444906

Step nr. 3428, h = 0.00219867052800502

Step nr. 3429, h = 0.00219858971770277

Step nr. 3430, h = 0.00219851247123458

Step nr. 3431, h = 0.00219843878639444

Step nr. 3432, h = 0.0021983686610779

Step nr. 3433, h = 0.0021983020932819

Step nr. 3434, h = 0.00219823908110461

Step nr. 3435, h = 0.00219817962274526

Step nr. 3436, h = 0.00219812371650405

Step nr. 3437, h = 0.00219807136078195

Step nr. 3438, h = 0.00219802255408062

Step nr. 3439, h = 0.00219797729500229

Step nr. 3440, h = 0.00219793558224961

Step nr. 3441, h = 0.00219789741462561

Step nr. 3442, h = 0.00219786279103354

Step nr. 3443, h = 0.00219783171047684

Step nr. 3444, h = 0.00219780417205901

Step nr. 3445, h = 0.00219778017498357

Step nr. 3446, h = 0.00219775971855401

Step nr. 3447, h = 0.00219774280217367

Step nr. 3448, h = 0.00219772942534578

Step nr. 3449, h = 0.00219771958767333

Step nr. 3450, h = 0.00219771328885911

Step nr. 3451, h = 0.00219771052870565

Step nr. 3452, h = 0.00219771130711518

Step nr. 3453, h = 0.00219771562408969

Step nr. 3454, h = 0.00219772347973086

Step nr. 3455, h = 0.00219773487424007

Step nr. 3456, h = 0.00219774980791847

Step nr. 3457, h = 0.00219776828116693

Step nr. 3458, h = 0.00219779029448614

Step nr. 3459, h = 0.00219781584847656

Step nr. 3460, h = 0.00219784494383855

Step nr. 3461, h = 0.00219787758137236

Step nr. 3462, h = 0.00219791376197821

Step nr. 3463, h = 0.00219795348665639

Step nr. 3464, h = 0.00219799675650725

Step nr. 3465, h = 0.00219804357273139

Step nr. 3466, h = 0.00219809393662964

Step nr. 3467, h = 0.00219814784960326

Step nr. 3468, h = 0.00219820531315397

Step nr. 3469, h = 0.00219826632888411

Step nr. 3470, h = 0.00219833089849672

Step nr. 3471, h = 0.0021983990237957

Step nr. 3472, h = 0.00219847070668595

Step nr. 3473, h = 0.00219854594917349

Step nr. 3474, h = 0.00219862475336565

Step nr. 3475, h = 0.00219870712147115

Step nr. 3476, h = 0.00219879305580038

Step nr. 3477, h = 0.00219888255876551

Step nr. 3478, h = 0.00219897563288065

Step nr. 3479, h = 0.00219907228076212

Step nr. 3480, h = 0.00219917250512857

Step nr. 3481, h = 0.00219927630880127

Step nr. 3482, h = 0.00219938369470424

Step nr. 3483, h = 0.00219949466586454

Step nr. 3484, h = 0.00219960922541247

Step nr. 3485, h = 0.00219972737658183

Step nr. 3486, h = 0.00219984912271015

Step nr. 3487, h = 0.00219997446723897

Step nr. 3488, h = 0.00220010341371407

Step nr. 3489, h = 0.0022002359657858

Step nr. 3490, h = 0.0022003721272093

Step nr. 3491, h = 0.00220051190184485

Step nr. 3492, h = 0.00220065529365812

Step nr. 3493, h = 0.00220080230672051

Step nr. 3494, h = 0.00220095294520945

Step nr. 3495, h = 0.00220110721340873

Step nr. 3496, h = 0.00220126511570885

Step nr. 3497, h = 0.00220142665660732

Step nr. 3498, h = 0.00220159184070906

Step nr. 3499, h = 0.00220176067272674

Step nr. 3500, h = 0.00220193315748115

Step nr. 3501, h = 0.00220210929990156

Step nr. 3502, h = 0.00220228910502615

Step nr. 3503, h = 0.00220247257800235

Step nr. 3504, h = 0.0022026597240873

Step nr. 3505, h = 0.00220285054864824

Step nr. 3506, h = 0.00220304505716292

Step nr. 3507, h = 0.00220324325522006

Step nr. 3508, h = 0.00220344514851976

Step nr. 3509, h = 0.00220365074287404

Step nr. 3510, h = 0.00220386004420713

Step nr. 3511, h = 0.00220407305855612

Step nr. 3512, h = 0.00220428979207133

Step nr. 3513, h = 0.00220451025101688

Step nr. 3514, h = 0.0022047344417711

Step nr. 3515, h = 0.00220496237082712

Step nr. 3516, h = 0.00220519404479332

Step nr. 3517, h = 0.00220542947039393

Step nr. 3518, h = 0.00220566865446957

Step nr. 3519, h = 0.00220591160397769

Step nr. 3520, h = 0.00220615832599327

Step nr. 3521, h = 0.00220640882770933

Step nr. 3522, h = 0.00220666311643749

Step nr. 3523, h = 0.00220692119960863

Step nr. 3524, h = 0.00220718308477337

Step nr. 3525, h = 0.00220744877960285

Step nr. 3526, h = 0.00220771829188926

Step nr. 3527, h = 0.00220799162954647

Step nr. 3528, h = 0.00220826880061067

Step nr. 3529, h = 0.00220854981324111

Step nr. 3530, h = 0.00220883467572065

Step nr. 3531, h = 0.00220912339645658

Step nr. 3532, h = 0.00220941598398116

Step nr. 3533, h = 0.00220971244695247

Step nr. 3534, h = 0.00221001279415502

Step nr. 3535, h = 0.00221031703450053

Step nr. 3536, h = 0.00221062517702865

Step nr. 3537, h = 0.00221093723090775

Step nr. 3538, h = 0.00221125320543563

Step nr. 3539, h = 0.00221157311004034

Step nr. 3540, h = 0.00221189695428092

Step nr. 3541, h = 0.00221222474784827

Step nr. 3542, h = 0.00221255650056591

Step nr. 3543, h = 0.00221289222239084

Step nr. 3544, h = 0.00221323192341438

Step nr. 3545, h = 0.00221357561386299

Step nr. 3546, h = 0.00221392330409919

Step nr. 3547, h = 0.00221427500462241

Step nr. 3548, h = 0.00221463072606985

Step nr. 3549, h = 0.00221499047921747

Step nr. 3550, h = 0.00221535427498087

Step nr. 3551, h = 0.00221572212441623

Step nr. 3552, h = 0.00221609403872119

Step nr. 3553, h = 0.00221647002923602

Step nr. 3554, h = 0.00221685010744436

Step nr. 3555, h = 0.00221723428497436

Step nr. 3556, h = 0.00221762257359962

Step nr. 3557, h = 0.00221801498524032

Step nr. 3558, h = 0.00221841153196415

Step nr. 3559, h = 0.00221881222598732

Step nr. 3560, h = 0.00221921707967589

Step nr. 3561, h = 0.00221962610554658

Step nr. 3562, h = 0.00222003931626795

Step nr. 3563, h = 0.00222045672466161

Step nr. 3564, h = 0.00222087834370329

Step nr. 3565, h = 0.00222130418652397

Step nr. 3566, h = 0.00222173426641115

Step nr. 3567, h = 0.00222216859680993

Step nr. 3568, h = 0.00222260719132425

Step nr. 3569, h = 0.0022230500637181

Step nr. 3570, h = 0.00222349722791683

Step nr. 3571, h = 0.00222394869800835

Step nr. 3572, h = 0.00222440448824434

Step nr. 3573, h = 0.00222486461304172

Step nr. 3574, h = 0.00222532908698383

Step nr. 3575, h = 0.00222579792482181

Step nr. 3576, h = 0.0022262711414759

Step nr. 3577, h = 0.0022267487520369

Step nr. 3578, h = 0.0022272307717675

Step nr. 3579, h = 0.00222771721610368

Step nr. 3580, h = 0.00222820810065621

Step nr. 3581, h = 0.00222870344121207

Step nr. 3582, h = 0.00222920325373586

Step nr. 3583, h = 0.00222970755437141

Step nr. 3584, h = 0.00223021635944321

Step nr. 3585, h = 0.002230729685458

Step nr. 3586, h = 0.00223124754910629

Step nr. 3587, h = 0.00223176996726395

Step nr. 3588, h = 0.00223229695699385

Step nr. 3589, h = 0.00223282853554743

Step nr. 3590, h = 0.00223336472036641

Step nr. 3591, h = 0.00223390552908441

Step nr. 3592, h = 0.00223445097952872

Step nr. 3593, h = 0.00223500108972192

Step nr. 3594, h = 0.00223555587788379

Step nr. 3595, h = 0.00223611536243288

Step nr. 3596, h = 0.00223667956198844

Step nr. 3597, h = 0.00223724849537226

Step nr. 3598, h = 0.00223782218161038

Step nr. 3599, h = 0.00223840063993518

Step nr. 3600, h = 0.00223898388978707

Step nr. 3601, h = 0.00223957195081653

Step nr. 3602, h = 0.00224016484288609

Step nr. 3603, h = 0.00224076258607228

Step nr. 3604, h = 0.0022413652006676

Step nr. 3605, h = 0.00224197270718264

Step nr. 3606, h = 0.00224258512634813

Step nr. 3607, h = 0.002243202479117

Step nr. 3608, h = 0.00224382478666659

Step nr. 3609, h = 0.00224445207040075

Step nr. 3610, h = 0.00224508435195207

Step nr. 3611, h = 0.00224572165318403

Step nr. 3612, h = 0.00224636399619341

Step nr. 3613, h = 0.00224701140331246

Step nr. 3614, h = 0.00224766389711126

Step nr. 3615, h = 0.00224832150040006

Step nr. 3616, h = 0.00224898423623169

Step nr. 3617, h = 0.00224965212790401

Step nr. 3618, h = 0.00225032519896236

Step nr. 3619, h = 0.00225100347320196

Step nr. 3620, h = 0.00225168697467067

Step nr. 3621, h = 0.00225237572767125

Step nr. 3622, h = 0.00225306975676428

Step nr. 3623, h = 0.00225376908677061

Step nr. 3624, h = 0.00225447374277413

Step nr. 3625, h = 0.00225518375012442

Step nr. 3626, h = 0.00225589913443957

Step nr. 3627, h = 0.00225661992160901

Step nr. 3628, h = 0.00225734613779623

Step nr. 3629, h = 0.00225807780944191

Step nr. 3630, h = 0.00225881496326661

Step nr. 3631, h = 0.00225955762627383

Step nr. 3632, h = 0.00226030582575304

Step nr. 3633, h = 0.00226105958928273

Step nr. 3634, h = 0.00226181894473351

Step nr. 3635, h = 0.00226258392027134

Step nr. 3636, h = 0.0022633545443606

Step nr. 3637, h = 0.00226413084576742

Step nr. 3638, h = 0.002264912853563

Step nr. 3639, h = 0.00226570059712691

Step nr. 3640, h = 0.00226649410615043

Step nr. 3641, h = 0.00226729341064009

Step nr. 3642, h = 0.00226809854092124

Step nr. 3643, h = 0.00226890952764139

Step nr. 3644, h = 0.00226972640177397

Step nr. 3645, h = 0.00227054919462199

Step nr. 3646, h = 0.00227137793782163

Step nr. 3647, h = 0.00227221266334616

Step nr. 3648, h = 0.00227305340350966

Step nr. 3649, h = 0.00227390019097107

Step nr. 3650, h = 0.00227475305873789

Step nr. 3651, h = 0.00227561204017034

Step nr. 3652, h = 0.00227647716898547

Step nr. 3653, h = 0.00227734847926119

Step nr. 3654, h = 0.00227822600544054

Step nr. 3655, h = 0.00227910978233581

Step nr. 3656, h = 0.00227999984513316

Step nr. 3657, h = 0.00228089622939664

Step nr. 3658, h = 0.00228179897107286

Step nr. 3659, h = 0.00228270810649554

Step nr. 3660, h = 0.00228362367239005

Step nr. 3661, h = 0.00228454570587813

Step nr. 3662, h = 0.0022854742444825

Step nr. 3663, h = 0.00228640932613181

Step nr. 3664, h = 0.00228735098916556

Step nr. 3665, h = 0.00228829927233898

Step nr. 3666, h = 0.00228925421482822

Step nr. 3667, h = 0.00229021585623524

Step nr. 3668, h = 0.00229118423659319

Step nr. 3669, h = 0.00229215939637168

Step nr. 3670, h = 0.00229314137648218

Step nr. 3671, h = 0.00229413021828347

Step nr. 3672, h = 0.00229512596358718

Step nr. 3673, h = 0.0022961286546635

Step nr. 3674, h = 0.00229713833424682

Step nr. 3675, h = 0.00229815504554149

Step nr. 3676, h = 0.00229917883222799

Step nr. 3677, h = 0.00230020973846874

Step nr. 3678, h = 0.00230124780891433

Step nr. 3679, h = 0.0023022930887096

Step nr. 3680, h = 0.00230334562350007

Step nr. 3681, h = 0.00230440545943844

Step nr. 3682, h = 0.00230547264319085

Step nr. 3683, h = 0.00230654722194378

Step nr. 3684, h = 0.00230762924341061

Step nr. 3685, h = 0.00230871875583855

Step nr. 3686, h = 0.00230981580801566

Step nr. 3687, h = 0.00231092044927793

Step nr. 3688, h = 0.00231203272951627

Step nr. 3689, h = 0.00231315269918414

Step nr. 3690, h = 0.00231428040930486

Step nr. 3691, h = 0.00231541591147917

Step nr. 3692, h = 0.00231655925789282

Step nr. 3693, h = 0.00231771050132457

Step nr. 3694, h = 0.00231886969515418

Step nr. 3695, h = 0.00232003689337045

Step nr. 3696, h = 0.0023212121505794

Step nr. 3697, h = 0.00232239552201261

Step nr. 3698, h = 0.00232358706353601

Step nr. 3699, h = 0.00232478683165821

Step nr. 3700, h = 0.0023259948835395

Step nr. 3701, h = 0.00232721127700088

Step nr. 3702, h = 0.00232843607053301

Step nr. 3703, h = 0.00232966932330558

Step nr. 3704, h = 0.00233091109517698

Step nr. 3705, h = 0.00233216144670335

Step nr. 3706, h = 0.00233342043914911

Step nr. 3707, h = 0.00233468813449632

Step nr. 3708, h = 0.00233596459545505

Step nr. 3709, h = 0.00233724988547366

Step nr. 3710, h = 0.00233854406874932

Step nr. 3711, h = 0.0023398472102388

Step nr. 3712, h = 0.00234115937566909

Step nr. 3713, h = 0.00234248063154862

Step nr. 3714, h = 0.00234381104517863

Step nr. 3715, h = 0.00234515068466429

Step nr. 3716, h = 0.0023464996189269

Step nr. 3717, h = 0.00234785791771531

Step nr. 3718, h = 0.00234922565161857

Step nr. 3719, h = 0.00235060289207749

Step nr. 3720, h = 0.00235198971139789

Step nr. 3721, h = 0.0023533861827632

Step nr. 3722, h = 0.00235479238024729

Step nr. 3723, h = 0.00235620837882784

Step nr. 3724, h = 0.00235763425440012

Step nr. 3725, h = 0.0023590700837903

Step nr. 3726, h = 0.00236051594476991

Step nr. 3727, h = 0.00236197191606983

Step nr. 3728, h = 0.00236343807739501

Step nr. 3729, h = 0.00236491450943923

Step nr. 3730, h = 0.00236640129390029

Step nr. 3731, h = 0.00236789851349511

Step nr. 3732, h = 0.00236940625197607

Step nr. 3733, h = 0.00237092459414643

Step nr. 3734, h = 0.00237245362587684

Step nr. 3735, h = 0.00237399343412186

Step nr. 3736, h = 0.00237554410693725

Step nr. 3737, h = 0.0023771057334968

Step nr. 3738, h = 0.00237867840411012

Step nr. 3739, h = 0.00238026221024065

Step nr. 3740, h = 0.00238185724452404

Step nr. 3741, h = 0.00238346360078651

Step nr. 3742, h = 0.0023850813740641

Step nr. 3743, h = 0.00238671066062232

Step nr. 3744, h = 0.00238835155797541

Step nr. 3745, h = 0.00239000416490686

Step nr. 3746, h = 0.00239166858149011

Step nr. 3747, h = 0.0023933449091093

Step nr. 3748, h = 0.00239503325048098

Step nr. 3749, h = 0.00239673370967569

Step nr. 3750, h = 0.00239844639214045

Step nr. 3751, h = 0.00240017140472162

Step nr. 3752, h = 0.00240190885568801

Step nr. 3753, h = 0.0024036588547546

Step nr. 3754, h = 0.00240542151310693

Step nr. 3755, h = 0.00240719694342542

Step nr. 3756, h = 0.002408985259911

Step nr. 3757, h = 0.00241078657831071

Step nr. 3758, h = 0.00241260101594396

Step nr. 3759, h = 0.00241442869172942

Step nr. 3760, h = 0.00241626972621246

Step nr. 3761, h = 0.00241812424159294

Step nr. 3762, h = 0.00241999236175412

Step nr. 3763, h = 0.0024218742122916

Step nr. 3764, h = 0.00242376992054335

Step nr. 3765, h = 0.00242567961562005

Step nr. 3766, h = 0.00242760342843605

Step nr. 3767, h = 0.00242954149174161

Step nr. 3768, h = 0.00243149394015508

Step nr. 3769, h = 0.00243346091019596

Step nr. 3770, h = 0.00243544254031921

Step nr. 3771, h = 0.00243743897094982

Step nr. 3772, h = 0.00243945034451788

Step nr. 3773, h = 0.00244147680549556

Step nr. 3774, h = 0.00244351850043331

Step nr. 3775, h = 0.00244557557799836

Step nr. 3776, h = 0.00244764818901308

Step nr. 3777, h = 0.00244973648649476

Step nr. 3778, h = 0.00245184062569608

Step nr. 3779, h = 0.00245396076414646

Step nr. 3780, h = 0.00245609706169448

Step nr. 3781, h = 0.00245824968055125

Step nr. 3782, h = 0.00246041878533449

Step nr. 3783, h = 0.00246260454311427

Step nr. 3784, h = 0.00246480712345913

Step nr. 3785, h = 0.00246702669848369

Step nr. 3786, h = 0.0024692634428972

Step nr. 3787, h = 0.00247151753405343

Step nr. 3788, h = 0.00247378915200138

Step nr. 3789, h = 0.00247607847953756

Step nr. 3790, h = 0.00247838570225944

Step nr. 3791, h = 0.00248071100861989

Step nr. 3792, h = 0.00248305458998327

Step nr. 3793, h = 0.00248541664068279

Step nr. 3794, h = 0.00248761770733203

Step nr. 3795, h = 0.00248809396277987

Step nr. 3796, h = 0.00248749562387971

Step nr. 3797, h = 0.00248623104728264

Step nr. 3798, h = 0.00248455627882718

Step nr. 3799, h = 0.00248263168391599

Step nr. 3800, h = 0.00248055761522261

Step nr. 3801, h = 0.00247839682089976

Step nr. 3802, h = 0.00247618850042293

Step nr. 3803, h = 0.00247395711264104

Step nr. 3804, h = 0.00247171789190787

Step nr. 3805, h = 0.0024694803012709

Step nr. 3806, h = 0.00246725019368793

Step nr. 3807, h = 0.00246503116443144

Step nr. 3808, h = 0.00246282539727915

Step nr. 3809, h = 0.00246063419392964

Step nr. 3810, h = 0.00245845830520711

Step nr. 3811, h = 0.00245629813825276

Step nr. 3812, h = 0.00245415388612869

Step nr. 3813, h = 0.00245202560888085

Step nr. 3814, h = 0.00244991328423418

Step nr. 3815, h = 0.00244781683929102

Step nr. 3816, h = 0.00244573617034473

Step nr. 3817, h = 0.00244367115525875

Step nr. 3818, h = 0.00244162166119529

Step nr. 3819, h = 0.00243958754943554

Step nr. 3820, h = 0.00243756867837946

Step nr. 3821, h = 0.00243556490540862

Step nr. 3822, h = 0.00243357608803721

Step nr. 3823, h = 0.00243160208461808

Step nr. 3824, h = 0.00242964275477123

Step nr. 3825, h = 0.0024276979596384

Step nr. 3826, h = 0.00242576756202953

Step nr. 3827, h = 0.00242385142650197

Step nr. 3828, h = 0.00242194941939713

Step nr. 3829, h = 0.00242006140885178

Step nr. 3830, h = 0.00241818726479321

Step nr. 3831, h = 0.00241632685892455

Step nr. 3832, h = 0.00241448006470419

Step nr. 3833, h = 0.00241264675732225

Step nr. 3834, h = 0.00241082681367415

Step nr. 3835, h = 0.00240902011233429

Step nr. 3836, h = 0.00240722653352874

Step nr. 3837, h = 0.00240544595910838

Step nr. 3838, h = 0.0024036782725214

Step nr. 3839, h = 0.00240192335878716

Step nr. 3840, h = 0.00240018110446958

Step nr. 3841, h = 0.00239845139765153

Step nr. 3842, h = 0.00239673412790967

Step nr. 3843, h = 0.00239502918628946

Step nr. 3844, h = 0.00239333646528094

Step nr. 3845, h = 0.00239165585879464

Step nr. 3846, h = 0.00238998726213853

Step nr. 3847, h = 0.00238833057199505

Step nr. 3848, h = 0.00238668568639842

Step nr. 3849, h = 0.00238505250471288

Step nr. 3850, h = 0.00238343092761126

Step nr. 3851, h = 0.00238182085705354

Step nr. 3852, h = 0.00238022219626618

Step nr. 3853, h = 0.0023786348497222

Step nr. 3854, h = 0.00237705872312083

Step nr. 3855, h = 0.00237549372336823

Step nr. 3856, h = 0.00237393975855844

Step nr. 3857, h = 0.00237239673795445

Step nr. 3858, h = 0.00237086457196995

Step nr. 3859, h = 0.00236934317215123

